id,user_id,type,date,duration,length
62,10914,text,2024-01-01 06:37:29.156228905,,47.0
63,11915,text,2024-01-01 06:44:00.126003150,,42.0
64,11313,call,2024-01-01 06:50:31.095777394,0.4,
65,10220,text,2024-01-01 06:57:02.065551638,,74.0
66,11693,call,2024-01-01 07:03:33.035325883,0.78,
67,12665,text,2024-01-01 07:10:04.005100127,,49.0
68,11534,call,2024-01-01 07:16:34.974874371,3.54,
69,10540,text,2024-01-01 07:23:05.944648616,,58.0
70,12533,call,2024-01-01 07:29:36.914422860,0.66,
71,13247,text,2024-01-01 07:36:07.884197104,,66.0
72,10391,text,2024-01-01 07:42:38.853971349,,31.0
73,12627,call,2024-01-01 07:49:09.823745593,11.04,
74,12139,text,2024-01-01 07:55:40.793519837,,86.0
75,11331,call,2024-01-01 08:02:11.763294082,9.88,
76,12634,text,2024-01-01 08:08:42.733068326,,29.0
77,10337,call,2024-01-01 08:15:13.702842571,6.16,
78,11620,text,2024-01-01 08:21:44.672616815,,49.0
79,13950,text,2024-01-01 08:28:15.642391059,,73.0
80,12105,call,2024-01-01 08:34:46.612165304,10.01,
81,12108,call,2024-01-01 08:41:17.581939548,5.74,
82,12471,text,2024-01-01 08:47:48.551713792,,78.0
83,13679,text,2024-01-01 08:54:19.521488037,,35.0
84,10272,text,2024-01-01 09:00:50.491262281,,43.0
85,12273,call,2024-01-01 09:07:21.461036525,6.56,
86,13408,call,2024-01-01 09:13:52.430810770,5.9,
87,13598,text,2024-01-01 09:20:23.400585014,,48.0
88,12771,text,2024-01-01 09:26:54.370359258,,52.0
89,11382,text,2024-01-01 09:33:25.340133503,,48.0
90,12954,call,2024-01-01 09:39:56.309907747,01.03,
91,11362,call,2024-01-01 09:46:27.279681992,0.52,
92,10863,text,2024-01-01 09:52:58.249456236,,40.0
93,12885,call,2024-01-01 09:59:29.219230480,0.83,
94,10337,text,2024-01-01 10:06:00.189004725,,56.0
95,13560,call,2024-01-01 10:12:31.158778969,9.67,
96,12424,text,2024-01-01 10:19:02.128553213,,67.0
97,11711,text,2024-01-01 10:25:33.098327458,,94.0
98,13340,call,2024-01-01 10:32:04.068101702,6.59,
99,13702,call,2024-01-01 10:38:35.037875946,0.34,
100,12201,text,2024-01-01 10:45:06.007650191,,48.0
101,11031,text,2024-01-01 10:51:36.977424435,,41.0
102,10281,text,2024-01-01 10:58:07.947198679,,52.0
103,11904,text,2024-01-01 11:04:38.916972924,,49.0
104,11421,call,2024-01-01 11:11:09.886747168,1.42,
105,13317,call,2024-01-01 11:17:40.856521413,1.51,
106,11960,call,2024-01-01 11:24:11.826295657,12.87,
107,13205,text,2024-01-01 11:30:42.796069901,,32.0
108,11679,text,2024-01-01 11:37:13.765844146,,57.0
109,11250,text,2024-01-01 11:43:44.735618390,,67.0
110,11057,text,2024-01-01 11:50:15.705392634,,78.0
111,13367,text,2024-01-01 11:56:46.675166879,,58.0
112,12522,call,2024-01-01 12:03:17.644941123,3.67,
113,12019,call,2024-01-01 12:09:48.614715367,0.61,
114,11163,call,2024-01-01 12:16:19.584489612,4.6,
115,12432,call,2024-01-01 12:22:50.554263856,5.82,
116,12039,call,2024-01-01 12:29:21.524038100,6.8,
117,11308,text,2024-01-01 12:35:52.493812345,,48.0
118,13280,call,2024-01-01 12:42:23.463586589,0.91,
119,13153,text,2024-01-01 12:48:54.433360834,,44.0
120,13504,text,2024-01-01 12:55:25.403135078,,7.0
121,11783,text,2024-01-01 13:01:56.372909322,,24.0
122,13471,text,2024-01-01 13:08:27.342683567,,72.0
123,11378,text,2024-01-01 13:14:58.312457811,,76.0
124,10648,call,2024-01-01 13:21:29.282232055,2.91,
125,10954,call,2024-01-01 13:28:00.252006300,1.76,
126,12411,text,2024-01-01 13:34:31.221780544,,58.0
127,11318,call,2024-01-01 13:41:02.191554788,0.08,
128,13493,text,2024-01-01 13:47:33.161329033,,32.0
129,12026,call,2024-01-01 13:54:04.131103277,0.3,
130,13077,text,2024-01-01 14:00:35.100877521,,55.0
131,11881,text,2024-01-01 14:07:06.070651766,,55.0
132,12640,call,2024-01-01 14:13:37.040426010,01.02,
133,10855,text,2024-01-01 14:20:08.010200255,,27.0
134,10585,call,2024-01-01 14:26:38.979974499,3.87,
135,13551,call,2024-01-01 14:33:09.949748743,3.37,
136,13898,text,2024-01-01 14:39:40.919522988,,34.0
137,11538,text,2024-01-01 14:46:11.889297232,,59.0
138,11938,text,2024-01-01 14:52:42.859071476,,72.0
139,13298,text,2024-01-01 14:59:13.828845721,,67.0
140,12714,call,2024-01-01 15:05:44.798619965,5.5,
141,11304,call,2024-01-01 15:12:15.768394209,1.57,
142,13796,call,2024-01-01 15:18:46.738168454,0.32,
143,12753,call,2024-01-01 15:25:17.707942698,2.72,
144,11363,text,2024-01-01 15:31:48.677716942,,33.0
145,13478,text,2024-01-01 15:38:19.647491187,,51.0
146,12939,call,2024-01-01 15:44:50.617265431,3.27,
147,13646,text,2024-01-01 15:51:21.587039675,,62.0
148,10441,text,2024-01-01 15:57:52.556813920,,28.0
149,12784,call,2024-01-01 16:04:23.526588164,1.29,
150,13889,call,2024-01-01 16:10:54.496362409,15.9,
151,10391,text,2024-01-01 16:17:25.466136653,,53.0
152,11911,text,2024-01-01 16:23:56.435910897,,27.0
153,12482,call,2024-01-01 16:30:27.405685142,6.53,
154,10100,text,2024-01-01 16:36:58.375459386,,60.0
155,13319,text,2024-01-01 16:43:29.345233630,,52.0
156,11321,call,2024-01-01 16:50:00.315007875,2.87,
157,13037,call,2024-01-01 16:56:31.284782119,5.21,
158,11854,text,2024-01-01 17:03:02.254556363,,34.0
159,13486,text,2024-01-01 17:09:33.224330608,,58.0
160,12152,text,2024-01-01 17:16:04.194104852,,71.0
161,10058,call,2024-01-01 17:22:35.163879096,2.27,
162,10209,call,2024-01-01 17:29:06.133653341,2.41,
163,12142,call,2024-01-01 17:35:37.103427585,08.04,
164,10601,call,2024-01-01 17:42:08.073201830,3.83,
165,11367,text,2024-01-01 17:48:39.042976074,,43.0
166,12098,call,2024-01-01 17:55:10.012750318,12.3,
167,11976,call,2024-01-01 18:01:40.982524563,8.18,
168,12948,call,2024-01-01 18:08:11.952298807,4.58,
169,10500,text,2024-01-01 18:14:42.922073051,,91.0
170,12762,text,2024-01-01 18:21:13.891847296,,26.0
171,12611,text,2024-01-01 18:27:44.861621540,,91.0
172,11728,text,2024-01-01 18:34:15.831395784,,14.0
173,13211,text,2024-01-01 18:40:46.801170029,,49.0
174,11125,call,2024-01-01 18:47:17.770944273,2.55,
175,10918,text,2024-01-01 18:53:48.740718517,,57.0
176,13191,call,2024-01-01 19:00:19.710492762,4.86,
177,10307,text,2024-01-01 19:06:50.680267006,,59.0
178,12923,text,2024-01-01 19:13:21.650041251,,38.0
179,10472,text,2024-01-01 19:19:52.619815495,,15.0
180,11470,call,2024-01-01 19:26:23.589589739,6.75,
181,10075,text,2024-01-01 19:32:54.559363984,,64.0
182,10642,text,2024-01-01 19:39:25.529138228,,60.0
183,12199,text,2024-01-01 19:45:56.498912472,,87.0
184,11753,call,2024-01-01 19:52:27.468686717,6.26,
185,12638,call,2024-01-01 19:58:58.438460961,1.33,
186,12910,call,2024-01-01 20:05:29.408235205,2.35,
187,12538,call,2024-01-01 20:12:00.378009450,0.06,
188,11961,text,2024-01-01 20:18:31.347783694,,17.0
189,12452,text,2024-01-01 20:25:02.317557938,,87.0
190,10251,call,2024-01-01 20:31:33.287332183,1.49,
191,11748,text,2024-01-01 20:38:04.257106427,,35.0
192,10374,call,2024-01-01 20:44:35.226880672,6.52,
193,13412,call,2024-01-01 20:51:06.196654916,5.49,
194,11142,text,2024-01-01 20:57:37.166429160,,35.0
195,11007,text,2024-01-01 21:04:08.136203405,,39.0
196,10152,text,2024-01-01 21:10:39.105977649,,54.0
197,11547,call,2024-01-01 21:17:10.075751893,0.74,
198,13887,call,2024-01-01 21:23:41.045526138,2.59,
199,11636,call,2024-01-01 21:30:12.015300382,3.27,
200,13793,call,2024-01-01 21:36:42.985074626,15.05,
201,13145,call,2024-01-01 21:43:13.954848871,3.52,
202,10709,text,2024-01-01 21:49:44.924623115,,44.0
203,13768,call,2024-01-01 21:56:15.894397359,0.93,
204,11820,call,2024-01-01 22:02:46.864171604,2.12,
205,11180,text,2024-01-01 22:09:17.833945848,,47.0
206,11244,text,2024-01-01 22:15:48.803720093,,103.0
207,10173,text,2024-01-01 22:22:19.773494337,,28.0
208,10237,text,2024-01-01 22:28:50.743268581,,46.0
209,13592,call,2024-01-01 22:35:21.713042826,1.21,
210,10763,call,2024-01-01 22:41:52.682817070,2.85,
211,12591,text,2024-01-01 22:48:23.652591314,,51.0
212,12543,text,2024-01-01 22:54:54.622365559,,75.0
213,13212,text,2024-01-01 23:01:25.592139803,,33.0
214,11901,call,2024-01-01 23:07:56.561914047,15.81,
215,10180,call,2024-01-01 23:14:27.531688292,3.54,
216,12890,text,2024-01-01 23:20:58.501462536,,38.0
217,12145,call,2024-01-01 23:27:29.471236780,3.9,
218,12357,text,2024-01-01 23:34:00.441011025,,35.0
219,12427,text,2024-01-01 23:40:31.410785269,,66.0
220,12035,text,2024-01-01 23:47:02.380559513,,24.0
221,11395,call,2024-01-01 23:53:33.350333758,2.25,
222,13484,call,2024-01-02 00:00:04.320108002,9.6,
223,12738,call,2024-01-02 00:06:35.289882247,10.87,
224,12507,text,2024-01-02 00:13:06.259656491,,59.0
225,11200,text,2024-01-02 00:19:37.229430735,,37.0
226,10862,call,2024-01-02 00:26:08.199204980,01.06,
227,10936,call,2024-01-02 00:32:39.168979224,8.76,
228,10469,call,2024-01-02 00:39:10.138753468,0.92,
229,10729,text,2024-01-02 00:45:41.108527713,,39.0
230,13050,text,2024-01-02 00:52:12.078301957,,57.0
231,11803,call,2024-01-02 00:58:43.048076201,0.4,
232,11826,text,2024-01-02 01:05:14.017850446,,104.0
233,12416,text,2024-01-02 01:11:44.987624690,,48.0
234,12533,text,2024-01-02 01:18:15.957398934,,0.0
235,13843,text,2024-01-02 01:24:46.927173179,,52.0
236,10556,text,2024-01-02 01:31:17.896947423,,45.0
237,13888,call,2024-01-02 01:37:48.866721668,7.82,
238,10969,text,2024-01-02 01:44:19.836495912,,59.0
239,11267,text,2024-01-02 01:50:50.806270156,,38.0
240,10126,call,2024-01-02 01:57:21.776044401,1.88,
241,13729,call,2024-01-02 02:03:52.745818645,1.38,
242,12861,call,2024-01-02 02:10:23.715592889,6.29,
243,11135,call,2024-01-02 02:16:54.685367134,0.45,
244,10978,call,2024-01-02 02:23:25.655141378,3.94,
245,11465,text,2024-01-02 02:29:56.624915622,,52.0
246,12318,call,2024-01-02 02:36:27.594689867,0.6,
247,13385,call,2024-01-02 02:42:58.564464111,3.19,
248,10662,text,2024-01-02 02:49:29.534238355,,57.0
249,11430,text,2024-01-02 02:56:00.504012600,,34.0
250,11876,call,2024-01-02 03:02:31.473786844,0.43,
251,13993,call,2024-01-02 03:09:02.443561089,01.07,
252,11260,text,2024-01-02 03:15:33.413335333,,35.0
253,10161,text,2024-01-02 03:22:04.383109577,,58.0
254,11404,call,2024-01-02 03:28:35.352883822,1.3,
255,10808,text,2024-01-02 03:35:06.322658066,,52.0
256,13532,text,2024-01-02 03:41:37.292432310,,33.0
257,13384,text,2024-01-02 03:48:08.262206555,,80.0
258,11304,call,2024-01-02 03:54:39.231980799,1.41,
259,12997,call,2024-01-02 04:01:10.201755043,0.24,
260,10555,call,2024-01-02 04:07:41.171529288,1.98,
261,12779,call,2024-01-02 04:14:12.141303532,0.88,
262,11164,call,2024-01-02 04:20:43.111077776,6.63,
263,11077,call,2024-01-02 04:27:14.080852021,6.55,
264,11562,text,2024-01-02 04:33:45.050626265,,31.0
265,10519,call,2024-01-02 04:40:16.020400510,2.53,
266,10483,call,2024-01-02 04:46:46.990174754,0.49,
267,13573,text,2024-01-02 04:53:17.959948998,,29.0
268,10170,call,2024-01-02 04:59:48.929723243,0.09,
269,12423,text,2024-01-02 05:06:19.899497487,,45.0
270,10709,text,2024-01-02 05:12:50.869271731,,54.0
271,11100,text,2024-01-02 05:19:21.839045976,,47.0
272,12899,text,2024-01-02 05:25:52.808820220,,44.0
273,13254,call,2024-01-02 05:32:23.778594464,2.61,
274,13775,text,2024-01-02 05:38:54.748368709,,11.0
275,12052,call,2024-01-02 05:45:25.718142953,22.51,
276,12618,text,2024-01-02 05:51:56.687917197,,74.0
277,11260,call,2024-01-02 05:58:27.657691442,0.9,
278,11690,text,2024-01-02 06:04:58.627465686,,56.0
279,11522,text,2024-01-02 06:11:29.597239930,,69.0
280,13090,text,2024-01-02 06:18:00.567014175,,45.0
281,10064,text,2024-01-02 06:24:31.536788419,,65.0
282,11859,call,2024-01-02 06:31:02.506562664,4.21,
283,13393,call,2024-01-02 06:37:33.476336908,09.01,
284,12283,text,2024-01-02 06:44:04.446111152,,66.0
285,10665,call,2024-01-02 06:50:35.415885397,4.98,
286,10288,call,2024-01-02 06:57:06.385659641,4.47,
287,12283,text,2024-01-02 07:03:37.355433885,,86.0
288,10748,text,2024-01-02 07:10:08.325208130,,68.0
289,10421,call,2024-01-02 07:16:39.294982374,1.13,
290,10390,text,2024-01-02 07:23:10.264756618,,49.0
291,12780,call,2024-01-02 07:29:41.234530863,1.74,
292,10755,call,2024-01-02 07:36:12.204305107,3.69,
293,11028,call,2024-01-02 07:42:43.174079351,2.73,
294,11160,text,2024-01-02 07:49:14.143853596,,62.0
295,13468,text,2024-01-02 07:55:45.113627840,,32.0
296,10749,call,2024-01-02 08:02:16.083402085,0.25,
297,12983,text,2024-01-02 08:08:47.053176329,,63.0
298,11071,call,2024-01-02 08:15:18.022950573,1.21,
299,10557,call,2024-01-02 08:21:48.992724818,12.05,
300,11087,text,2024-01-02 08:28:19.962499062,,51.0
301,10703,call,2024-01-02 08:34:50.932273306,10.78,
302,12588,call,2024-01-02 08:41:21.902047551,5.55,
303,13601,text,2024-01-02 08:47:52.871821795,,52.0
304,11693,text,2024-01-02 08:54:23.841596039,,24.0
305,13785,text,2024-01-02 09:00:54.811370284,,54.0
306,13090,call,2024-01-02 09:07:25.781144528,6.8,
307,13247,call,2024-01-02 09:13:56.750918772,3.55,
308,11800,text,2024-01-02 09:20:27.720693017,,51.0
309,11748,call,2024-01-02 09:26:58.690467261,3.75,
310,13584,text,2024-01-02 09:33:29.660241506,,62.0
311,12792,text,2024-01-02 09:40:00.630015750,,41.0
312,10759,text,2024-01-02 09:46:31.599789994,,47.0
313,10217,call,2024-01-02 09:53:02.569564239,03.01,
314,11997,text,2024-01-02 09:59:33.539338483,,34.0
315,11574,text,2024-01-02 10:06:04.509112727,,36.0
316,11756,text,2024-01-02 10:12:35.478886972,,49.0
317,11590,text,2024-01-02 10:19:06.448661216,,43.0
318,11783,call,2024-01-02 10:25:37.418435460,01.01,
319,13562,call,2024-01-02 10:32:08.388209705,6.41,
320,10307,text,2024-01-02 10:38:39.357983949,,31.0
321,13526,call,2024-01-02 10:45:10.327758193,2.34,
322,11855,call,2024-01-02 10:51:41.297532438,26.03,
323,13095,call,2024-01-02 10:58:12.267306682,5.88,
324,12330,call,2024-01-02 11:04:43.237080927,11.24,
325,13817,text,2024-01-02 11:11:14.206855171,,50.0
326,13442,text,2024-01-02 11:17:45.176629415,,52.0
327,11601,call,2024-01-02 11:24:16.146403660,6.92,
328,11729,text,2024-01-02 11:30:47.116177904,,61.0
329,11142,text,2024-01-02 11:37:18.085952148,,37.0
330,12296,text,2024-01-02 11:43:49.055726393,,55.0
331,10061,call,2024-01-02 11:50:20.025500637,6.85,
332,11020,text,2024-01-02 11:56:50.995274881,,18.0
333,11423,text,2024-01-02 12:03:21.965049126,,3.0
334,11163,call,2024-01-02 12:09:52.934823370,2.0,
335,10551,text,2024-01-02 12:16:23.904597614,,31.0
336,13289,text,2024-01-02 12:22:54.874371859,,73.0
337,11033,text,2024-01-02 12:29:25.844146103,,57.0
338,13007,text,2024-01-02 12:35:56.813920348,,48.0
339,10566,text,2024-01-02 12:42:27.783694592,,48.0
340,10846,call,2024-01-02 12:48:58.753468836,6.45,
341,11007,text,2024-01-02 12:55:29.723243081,,23.0
342,13160,call,2024-01-02 13:02:00.693017325,0.4,
343,11539,call,2024-01-02 13:08:31.662791569,4.44,
344,12521,text,2024-01-02 13:15:02.632565814,,68.0
345,13324,call,2024-01-02 13:21:33.602340058,11.25,
346,11406,call,2024-01-02 13:28:04.572114302,0.86,
347,11046,call,2024-01-02 13:34:35.541888547,4.67,
348,11636,call,2024-01-02 13:41:06.511662791,5.97,
349,10560,call,2024-01-02 13:47:37.481437035,0.01,
350,10361,text,2024-01-02 13:54:08.451211280,,46.0
351,12819,call,2024-01-02 14:00:39.420985524,6.49,
352,13456,text,2024-01-02 14:07:10.390759768,,50.0
353,10960,text,2024-01-02 14:13:41.360534013,,38.0
354,12726,call,2024-01-02 14:20:12.330308257,2.17,
355,13458,text,2024-01-02 14:26:43.300082502,,68.0
356,13311,text,2024-01-02 14:33:14.269856746,,47.0
357,11848,call,2024-01-02 14:39:45.239630990,8.92,
358,11338,text,2024-01-02 14:46:16.209405235,,59.0
359,12671,text,2024-01-02 14:52:47.179179479,,45.0
360,12254,call,2024-01-02 14:59:18.148953723,10.44,
361,12806,text,2024-01-02 15:05:49.118727968,,43.0
362,11258,text,2024-01-02 15:12:20.088502212,,60.0
363,13957,text,2024-01-02 15:18:51.058276456,,71.0
364,12321,text,2024-01-02 15:25:22.028050701,,67.0
365,11172,call,2024-01-02 15:31:52.997824945,03.04,
366,12615,text,2024-01-02 15:38:23.967599189,,75.0
367,10691,text,2024-01-02 15:44:54.937373434,,47.0
368,11917,text,2024-01-02 15:51:25.907147678,,65.0
369,11927,call,2024-01-02 15:57:56.876921923,2.87,
370,11304,text,2024-01-02 16:04:27.846696167,,62.0
371,10159,text,2024-01-02 16:10:58.816470411,,61.0
372,11911,text,2024-01-02 16:17:29.786244656,,44.0
373,13141,text,2024-01-02 16:24:00.756018900,,60.0
374,11831,text,2024-01-02 16:30:31.725793144,,49.0
375,13411,call,2024-01-02 16:37:02.695567389,0.12,
376,13312,text,2024-01-02 16:43:33.665341633,,55.0
377,12972,call,2024-01-02 16:50:04.635115877,2.72,
378,12756,call,2024-01-02 16:56:35.604890122,2.29,
379,10162,call,2024-01-02 17:03:06.574664366,3.21,
380,13154,text,2024-01-02 17:09:37.544438610,,20.0
381,11638,text,2024-01-02 17:16:08.514212855,,47.0
382,11483,call,2024-01-02 17:22:39.483987099,2.11,
383,13232,call,2024-01-02 17:29:10.453761344,5.63,
384,11890,text,2024-01-02 17:35:41.423535588,,65.0
385,11897,text,2024-01-02 17:42:12.393309832,,14.0
386,13685,text,2024-01-02 17:48:43.363084077,,67.0
387,10239,text,2024-01-02 17:55:14.332858321,,55.0
388,11965,text,2024-01-02 18:01:45.302632565,,97.0
389,11735,text,2024-01-02 18:08:16.272406810,,39.0
390,10485,call,2024-01-02 18:14:47.242181054,7.44,
391,10670,call,2024-01-02 18:21:18.211955298,12.79,
392,13274,call,2024-01-02 18:27:49.181729543,1.62,
393,11859,call,2024-01-02 18:34:20.151503787,06.09,
394,12471,text,2024-01-02 18:40:51.121278031,,20.0
395,11017,text,2024-01-02 18:47:22.091052276,,29.0
396,11220,text,2024-01-02 18:53:53.060826520,,54.0
397,11065,text,2024-01-02 19:00:24.030600765,,40.0
398,12261,text,2024-01-02 19:06:55.000375009,,55.0
399,12731,text,2024-01-02 19:13:25.970149253,,53.0
400,10252,text,2024-01-02 19:19:56.939923498,,45.0
401,10016,text,2024-01-02 19:26:27.909697742,,9.0
402,13731,call,2024-01-02 19:32:58.879471986,1.3,
403,10115,text,2024-01-02 19:39:29.849246231,,67.0
404,11915,text,2024-01-02 19:46:00.819020475,,59.0
405,11227,text,2024-01-02 19:52:31.788794719,,14.0
406,10692,text,2024-01-02 19:59:02.758568964,,38.0
407,10811,call,2024-01-02 20:05:33.728343208,4.64,
408,13984,text,2024-01-02 20:12:04.698117452,,77.0
409,12035,call,2024-01-02 20:18:35.667891697,3.63,
410,10794,call,2024-01-02 20:25:06.637665941,01.06,
411,10150,text,2024-01-02 20:31:37.607440186,,35.0
412,12293,call,2024-01-02 20:38:08.577214430,3.7,
413,11081,text,2024-01-02 20:44:39.546988674,,52.0
414,12756,call,2024-01-02 20:51:10.516762919,1.25,
415,10506,text,2024-01-02 20:57:41.486537163,,40.0
416,12288,text,2024-01-02 21:04:12.456311407,,11.0
417,13767,call,2024-01-02 21:10:43.426085652,2.84,
418,11115,call,2024-01-02 21:17:14.395859896,0.32,
419,13684,text,2024-01-02 21:23:45.365634140,,43.0
420,11629,call,2024-01-02 21:30:16.335408385,0.93,
421,11964,call,2024-01-02 21:36:47.305182629,9.3,
422,11948,text,2024-01-02 21:43:18.274956873,,75.0
423,13469,call,2024-01-02 21:49:49.244731118,0.44,
424,10391,text,2024-01-02 21:56:20.214505362,,81.0
425,10045,text,2024-01-02 22:02:51.184279606,,59.0
426,10154,call,2024-01-02 22:09:22.154053851,0.34,
427,13141,call,2024-01-02 22:15:53.123828095,04.03,
428,13974,call,2024-01-02 22:22:24.093602340,13.8,
429,10510,text,2024-01-02 22:28:55.063376584,,62.0
430,10281,call,2024-01-02 22:35:26.033150828,4.85,
431,11449,call,2024-01-02 22:41:57.002925073,1.98,
432,10029,call,2024-01-02 22:48:27.972699317,4.77,
433,10720,call,2024-01-02 22:54:58.942473561,10.95,
434,12309,text,2024-01-02 23:01:29.912247806,,67.0
435,11346,call,2024-01-02 23:08:00.882022050,7.4,
436,12130,call,2024-01-02 23:14:31.851796294,4.23,
437,13538,call,2024-01-02 23:21:02.821570539,1.49,
438,12997,call,2024-01-02 23:27:33.791344783,2.48,
439,13287,call,2024-01-02 23:34:04.761119027,2.22,
440,13803,call,2024-01-02 23:40:35.730893272,3.16,
441,11826,call,2024-01-02 23:47:06.700667516,0.6,
442,12082,text,2024-01-02 23:53:37.670441761,,47.0
443,12052,call,2024-01-03 00:00:08.640216005,2.38,
444,12917,text,2024-01-03 00:06:39.609990249,,36.0
445,11029,call,2024-01-03 00:13:10.579764494,4.81,
446,11270,text,2024-01-03 00:19:41.549538738,,64.0
447,11116,call,2024-01-03 00:26:12.519312982,4.21,
448,11814,text,2024-01-03 00:32:43.489087227,,62.0
449,12028,text,2024-01-03 00:39:14.458861471,,10.0
450,10314,call,2024-01-03 00:45:45.428635715,3.7,
451,12482,call,2024-01-03 00:52:16.398409960,4.46,
452,13261,text,2024-01-03 00:58:47.368184204,,78.0
453,13940,text,2024-01-03 01:05:18.337958448,,61.0
454,10543,call,2024-01-03 01:11:49.307732693,18.93,
455,12816,text,2024-01-03 01:18:20.277506937,,74.0
456,12480,call,2024-01-03 01:24:51.247281182,2.12,
457,13297,call,2024-01-03 01:31:22.217055426,08.01,
458,11259,call,2024-01-03 01:37:53.186829670,0.89,
459,11563,call,2024-01-03 01:44:24.156603915,24.48,
460,13953,call,2024-01-03 01:50:55.126378159,7.77,
461,13270,call,2024-01-03 01:57:26.096152403,0.51,
462,13492,text,2024-01-03 02:03:57.065926648,,43.0
463,11564,text,2024-01-03 02:10:28.035700892,,46.0
464,13218,call,2024-01-03 02:16:59.005475136,05.08,
465,12159,text,2024-01-03 02:23:29.975249381,,75.0
466,12038,call,2024-01-03 02:30:00.945023625,6.2,
467,11131,call,2024-01-03 02:36:31.914797869,07.08,
468,13602,text,2024-01-03 02:43:02.884572114,,78.0
469,10434,text,2024-01-03 02:49:33.854346358,,65.0
470,13539,text,2024-01-03 02:56:04.824120603,,35.0
471,10372,call,2024-01-03 03:02:35.793894847,1.21,
472,12318,call,2024-01-03 03:09:06.763669091,3.63,
473,10919,text,2024-01-03 03:15:37.733443336,,21.0
474,11896,call,2024-01-03 03:22:08.703217580,8.28,
475,12236,call,2024-01-03 03:28:39.672991824,6.21,
476,11588,text,2024-01-03 03:35:10.642766069,,63.0
477,12759,call,2024-01-03 03:41:41.612540313,0.15,
478,13583,call,2024-01-03 03:48:12.582314557,3.95,
479,13186,call,2024-01-03 03:54:43.552088802,24.58,
480,13770,call,2024-01-03 04:01:14.521863046,6.98,
481,12054,call,2024-01-03 04:07:45.491637290,9.0,
